"CAL","F1","F2","LON"
1.96563157894737,1.90275,1.67661764705882,1.62647368421053
2.04405263157895,2.02075,1.70851470588235,1.83294736842105
1.98026315789474,2.1795,1.75228235294118,1.69089473684211
2.05310526315789,2.0466,1.70514117647059,1.69068421052632
2.06826315789474,2.1999,1.76878823529412,1.58726315789474
1.97531578947368,2.0245,1.75462058823529,1.89868421052632
2.06552631578947,2.062325,1.73851470588235,1.79652631578947
2.09778947368421,2.045325,1.79858235294118,1.89521052631579
2.09015789473684,2.029425,1.73454705882353,1.89831578947368
2.01236842105263,2.070375,1.72487647058824,1.90942105263158
2.00489473684211,2.158325,1.75195,1.69589473684211
2.00005263157895,2.168375,1.73335588235294,1.81268421052632
2.07615789473684,1.92475,1.72772647058824,1.66115789473684
1.88494736842105,2.0724,1.71193529411765,1.76115789473684
1.94957894736842,2.056225,1.71890294117647,1.83884210526316
2.00710526315789,2.052475,1.68540294117647,1.86478947368421
2.04663157894737,2.086375,1.71881764705882,1.95310526315789
2.09821052631579,2.025675,1.68269411764706,1.62442105263158
1.96231578947368,2.0965,1.65669411764706,1.88531578947368
2.01347368421053,1.9754,1.76033529411765,1.83889473684211
2.02463157894737,2.130575,1.71112647058824,1.88894736842105
1.96947368421053,1.964225,1.70115882352941,1.88826315789474
1.99105263157895,2.096625,1.72749411764706,1.93052631578947
1.98557894736842,2.060975,1.7201,1.742
1.86926315789474,2.113575,1.76242941176471,1.70315789473684
1.96263157894737,2.029025,1.71192647058824,1.84757894736842
1.97910526315789,2.041075,1.72172058823529,1.78973684210526
1.93526315789474,2.162625,1.75953823529412,1.73142105263158
2.07078947368421,2.060475,1.75522941176471,1.71052631578947
2.04110526315789,2.209075,1.78476764705882,1.65236842105263
1.96805263157895,1.99115,1.71266764705882,1.68136842105263
2.01063157894737,2.151225,1.74526176470588,1.69610526315789
2.00152631578947,2.074775,1.72382352941176,1.74973684210526
2.03663157894737,2.053125,1.80250882352941,1.74894736842105
2.01336842105263,2.1691,1.76930882352941,1.61694736842105
2.13068421052632,2.1189,1.75501176470588,1.80157894736842
2.11652631578947,2.043525,1.70481764705882,1.83747368421053
2.00426315789474,2.105025,1.71188823529412,1.79557894736842
2.00736842105263,2.13975,1.74684411764706,1.76294736842105
2.08768421052632,2.156425,1.73090588235294,1.69763157894737
1.99610526315789,2.013575,1.69552352941176,1.79847368421053
2.05073684210526,2.1866,1.79177647058824,1.73326315789474
2.07031578947368,2.105725,1.77189705882353,1.60484210526316
2.005,1.96685,1.75643823529412,1.75984210526316
1.97494736842105,2.292725,1.73077941176471,1.692
2.00405263157895,2.135125,1.70691176470588,1.90810526315789
2.02305263157895,2.107075,1.74468823529412,1.72631578947368
1.98142105263158,2.02625,1.71352941176471,1.92063157894737
2.01547368421053,1.95505,1.74092352941176,1.65578947368421
2.00357894736842,2.025625,1.67260294117647,1.66536842105263
2.06063157894737,2.0002,1.72661176470588,1.95757894736842
1.91063157894737,2.07585,1.73935588235294,1.66063157894737
2.06521052631579,2.1257,1.74706470588235,1.92710526315789
2.01210526315789,2.03095,1.79075294117647,1.79921052631579
1.99878947368421,2.12965,1.73051764705882,1.78321052631579
2.01568421052632,2.188775,1.73152352941176,1.81247368421053
2.02694736842105,2.0494,1.71032941176471,1.79005263157895
2.06842105263158,2.1551,1.71828529411765,1.64578947368421
2.05042105263158,2.00645,1.72904117647059,1.77489473684211
1.86178947368421,2.027025,1.75767647058824,1.82342105263158
2.00468421052632,2.06925,1.68825588235294,1.95815789473684
2.07357894736842,2.17695,1.73653823529412,1.91589473684211
2.00368421052632,1.992875,1.68867941176471,1.85852631578947
2.01773684210526,2.041375,1.65368823529412,1.78178947368421
1.96331578947368,2.108225,1.71679117647059,1.84742105263158
2.08205263157895,2.022325,1.75180882352941,1.92673684210526
1.90742105263158,2.123525,1.70085,1.83347368421053
1.89915789473684,2.001475,1.74954705882353,1.82068421052632
2.07742105263158,2.16395,1.72740882352941,1.75384210526316
2.05126315789474,2.0761,1.73910294117647,1.75394736842105
1.99331578947368,2.11425,1.7132,1.76
2.07468421052632,1.9195,1.76588823529412,1.88194736842105
2.10626315789474,2.065675,1.72362647058824,1.81868421052632
2.05105263157895,2.041625,1.76711470588235,1.90063157894737
2.08847368421053,2.1318,1.7148,1.75721052631579
2.04310526315789,2.008575,1.79000882352941,1.917
1.98447368421053,2.119225,1.67478823529412,1.755
1.86336842105263,2.0852,1.75229411764706,1.64484210526316
2.11368421052632,2.012825,1.68265,1.92247368421053
1.97168421052632,2.033275,1.71809705882353,1.74857894736842
1.97284210526316,2.056375,1.72564705882353,1.81768421052632
2.14368421052632,2.0216,1.67902352941176,1.85510526315789
2.00384210526316,2.0754,1.74541764705882,1.67821052631579
2.04084210526316,1.997025,1.68770294117647,1.90215789473684
1.97021052631579,2.1022,1.68928529411765,1.63763157894737
1.92931578947368,2.122375,1.75667058823529,1.80605263157895
2.07742105263158,2.067425,1.77522352941176,2.07168421052632
1.99778947368421,2.15945,1.74045294117647,1.71868421052632
2.03005263157895,2.0032,1.70569117647059,1.78636842105263
2.12594736842105,1.9384,1.74999705882353,1.83684210526316
1.94989473684211,1.9054,1.68935882352941,1.71968421052632
1.83784210526316,2.029025,1.75217058823529,1.60136842105263
2.08694736842105,2.132125,1.68591470588235,2.01210526315789
2.06205263157895,2.2575,1.75748823529412,1.81884210526316
1.98321052631579,2.043025,1.72041470588235,1.81731578947368
2.09331578947368,2.12815,1.71783529411765,2.07994736842105
1.82163157894737,1.9592,1.73270882352941,1.69036842105263
2.088,2.1016,1.67969411764706,1.65657894736842
2.01005263157895,2.0621,1.71022352941176,1.582
1.92242105263158,2.141675,1.72225882352941,1.82857894736842
2.03615789473684,2.23995,1.71787941176471,1.71326315789474
2.01821052631579,2.14645,1.76134411764706,1.65
2.01510526315789,2.076975,1.74946764705882,1.84031578947368
2.10194736842105,1.955425,1.77002647058824,1.83068421052632
2.01442105263158,2.001725,1.71753823529412,1.84468421052632
2.01115789473684,2.08545,1.74503823529412,1.79778947368421
1.94105263157895,2.051775,1.7224,1.713
1.98426315789474,2.162725,1.74745,1.72721052631579
2.09247368421053,2.0472,1.75601176470588,1.72415789473684
1.99463157894737,2.06935,1.71387352941176,1.71768421052632
1.94494736842105,1.98185,1.73484705882353,1.71431578947368
2.009,1.93375,1.73067941176471,1.85736842105263
2.00784210526316,2.048275,1.6928,1.75052631578947
2.04947368421053,2.2307,1.65929117647059,1.88368421052632
1.89184210526316,1.88695,1.77398529411765,1.78063157894737
2.05173684210526,2.043775,1.74651176470588,1.82973684210526
2.04436842105263,1.979,1.79819411764706,1.62957894736842
1.95994736842105,2.0815,1.76720294117647,1.75321052631579
2.02594736842105,1.924225,1.70932352941176,1.906
1.99278947368421,2.072275,1.75336176470588,1.74847368421053
2.01831578947368,2.13435,1.67587941176471,1.85810526315789
2.09894736842105,2.069525,1.72937058823529,1.98568421052632
1.98431578947368,2.072825,1.68726176470588,1.72847368421053
1.96526315789474,1.907925,1.75217647058824,1.64289473684211
2.06210526315789,1.97925,1.75295588235294,2.06321052631579
1.87515789473684,2.000725,1.72112058823529,1.77073684210526
2.04068421052632,2.09865,1.76918235294118,1.73578947368421
1.99321052631579,2.086875,1.76656176470588,1.69010526315789
2.02536842105263,1.96875,1.74407352941176,1.75515789473684
2.01478947368421,2.131325,1.71188823529412,1.96489473684211
2.04173684210526,1.946525,1.73676764705882,1.79021052631579
1.87363157894737,2.06445,1.76327058823529,1.80336842105263
1.91768421052632,1.987375,1.73902058823529,1.71357894736842
2.04189473684211,1.9602,1.72121176470588,1.79321052631579
2.00426315789474,2.1545,1.72215588235294,1.95205263157895
2.04336842105263,2.08065,1.76457058823529,1.76005263157895
1.90673684210526,2.148925,1.73258529411765,1.81821052631579
2.04142105263158,2.00345,1.75869705882353,1.65126315789474
2.062,2.077925,1.72795294117647,1.80773684210526
2.05210526315789,2.179825,1.73757647058824,1.74347368421053
1.95326315789474,1.861875,1.71254411764706,1.68573684210526
2.04636842105263,2.12075,1.78150882352941,1.72573684210526
2.00557894736842,1.9962,1.70224117647059,1.83478947368421
2.10731578947368,2.0243,1.68054411764706,1.86121052631579
2.03210526315789,2.161725,1.74889411764706,1.84452631578947
2.03573684210526,2.14895,1.72798823529412,1.822
2.01321052631579,1.97635,1.73733235294118,1.85547368421053
2.08594736842105,2.0033,1.70407058823529,1.78636842105263
1.99436842105263,2.1798,1.66878235294118,1.83194736842105
1.94773684210526,2.085125,1.77616470588235,1.68921052631579
1.98694736842105,1.99555,1.73770588235294,1.95778947368421
1.95831578947368,2.09245,1.74091470588235,1.576
1.91010526315789,2.14045,1.75156176470588,1.68673684210526
2.05478947368421,2.18955,1.7091,1.74415789473684
2.00636842105263,2.055975,1.68317352941176,1.73047368421053
1.98610526315789,2.11505,1.67734117647059,1.87936842105263
1.91442105263158,2.1347,1.74988823529412,1.80478947368421
2.01673684210526,2.07,1.72291764705882,1.67642105263158
2.08610526315789,1.999575,1.71671764705882,1.85036842105263
2.00547368421053,2.037,1.73384705882353,2.01215789473684
1.93963157894737,2.082075,1.72747352941176,1.76542105263158
2.00831578947368,2.07495,1.74575294117647,2.07773684210526
2.02647368421053,2.049925,1.69535588235294,1.60478947368421
2.01978947368421,1.978075,1.68202352941176,1.86036842105263
2.03989473684211,2.0424,1.73737058823529,1.85163157894737
1.95742105263158,1.987925,1.74578235294118,1.62710526315789
1.96610526315789,2.08735,1.71328823529412,1.80778947368421
1.94936842105263,2.13025,1.72313235294118,1.77847368421053
2.08884210526316,2.0179,1.74483529411765,1.87794736842105
2.02042105263158,2.089225,1.74450588235294,1.75831578947368
2.04984210526316,2.087225,1.69655294117647,1.76384210526316
1.96873684210526,2.012275,1.77009117647059,1.94136842105263
1.97005263157895,1.918375,1.69167352941176,1.79578947368421
2.10305263157895,2.057325,1.74789411764706,1.73747368421053
1.92563157894737,2.0429,1.7135,1.74094736842105
2.03,2.027075,1.67251470588235,1.90857894736842
1.88842105263158,2.086725,1.78408529411765,1.82163157894737
2.03563157894737,2.1216,1.73735882352941,1.97931578947368
2.18884210526316,2.012625,1.74505294117647,1.795
2.05015789473684,2.066075,1.73415294117647,1.90136842105263
2.02489473684211,2.12175,1.75888235294118,1.77184210526316
2.08894736842105,2.1638,1.7259,1.69247368421053
2.11026315789474,2.2479,1.76438529411765,1.81
1.88026315789474,1.8564,1.73123823529412,1.84647368421053
2.06726315789474,2.0656,1.71994411764706,1.81368421052632
2.04268421052632,1.9954,1.72457058823529,1.93463157894737
1.99331578947368,2.11555,1.70977058823529,1.92926315789474
2.11378947368421,1.961025,1.72748235294118,1.92394736842105
1.95168421052632,2.003175,1.73962352941176,1.90889473684211
1.97573684210526,2.074525,1.77997352941176,1.58763157894737
1.94868421052632,2.14825,1.64885,1.92605263157895
2.01763157894737,2.060175,1.70452352941176,1.77273684210526
1.96763157894737,2.01205,1.71856764705882,1.82752631578947
1.98405263157895,2.141275,1.71710588235294,1.703
1.99752631578947,2.03825,1.75050294117647,1.75384210526316
1.97473684210526,2.267925,1.71409705882353,1.58889473684211
1.98452631578947,2.123675,1.76585294117647,1.82984210526316
2.09010526315789,1.9745,1.73003823529412,1.92352631578947
2.075,2.2042,1.68650882352941,1.67710526315789
1.85631578947368,2.09745,1.70489705882353,2.02252631578947
1.99468421052632,2.105275,1.67670882352941,1.78957894736842
1.90247368421053,1.95165,1.70277352941176,1.81147368421053
1.953,2.16375,1.72647647058824,1.96331578947368
1.94052631578947,2.20255,1.76563823529412,2.16278947368421
2.02857894736842,2.06585,1.73704117647059,1.81989473684211
1.97452631578947,2.02165,1.74810882352941,1.68452631578947
2.055,2.069975,1.77718529411765,1.75884210526316
2.07194736842105,2.053275,1.71412647058824,1.80473684210526
1.95021052631579,2.0121,1.73317352941176,1.76305263157895
2.03610526315789,2.074575,1.73062058823529,1.813
1.96489473684211,2.034225,1.79113529411765,1.859
2.16510526315789,2.05915,1.71859705882353,1.68463157894737
1.99763157894737,2.1207,1.74529411764706,1.65789473684211
2.04963157894737,2.0017,1.74907352941176,1.69284210526316
1.98542105263158,2.030325,1.79537941176471,1.67447368421053
1.91842105263158,2.1068,1.7502,1.83584210526316
2.05394736842105,2.02395,1.72625294117647,1.85521052631579
1.90578947368421,1.862925,1.72031470588235,1.96721052631579
1.89315789473684,2.0233,1.72853529411765,1.78263157894737
2.03278947368421,2.09125,1.71154117647059,1.83052631578947
2.046,2.0932,1.78474705882353,1.81821052631579
2.04173684210526,2.07335,1.68982352941176,1.69752631578947
2.01026315789474,2.09615,1.74202647058824,1.90894736842105
2.03705263157895,2.0585,1.72000588235294,1.838
2.08968421052632,2.16775,1.71298823529412,1.75042105263158
2.063,2.1402,1.70093823529412,1.69231578947368
2.03742105263158,2.126625,1.72684117647059,1.92331578947368
2.10115789473684,1.99985,1.72865294117647,1.96731578947368
1.88521052631579,2.077925,1.73374117647059,1.85810526315789
1.843,1.9391,1.77496176470588,1.64747368421053
2.05289473684211,2.043,1.77495882352941,1.87636842105263
2.00463157894737,2.0895,1.78885,1.73405263157895
2.05905263157895,2.124375,1.77878823529412,1.80278947368421
1.90594736842105,2.144475,1.76316764705882,1.73089473684211
1.99057894736842,1.938975,1.75320588235294,1.60626315789474
2.00363157894737,1.924275,1.73573823529412,1.88673684210526
2.15584210526316,1.8714,1.76961764705882,1.89036842105263
2.04847368421053,2.11785,1.77554705882353,1.81426315789474
1.94478947368421,2.0322,1.74825294117647,1.62263157894737
1.98489473684211,2.07075,1.72348529411765,1.74173684210526
2.06036842105263,2.031025,1.72551176470588,1.90589473684211
2.06894736842105,2.041625,1.76731470588235,1.88942105263158
1.99836842105263,1.969675,1.73496176470588,1.87810526315789
2.06289473684211,2.1281,1.74250588235294,1.93342105263158
1.98542105263158,1.942825,1.73341470588235,1.65710526315789
1.96378947368421,2.12125,1.69296764705882,1.67731578947368
1.93,2.09945,1.75432058823529,1.85447368421053
2.08989473684211,2.038725,1.63527352941176,1.78521052631579
1.99584210526316,2.0482,1.69736764705882,1.81194736842105
1.99842105263158,1.970025,1.78959117647059,1.73110526315789
2.09515789473684,1.98795,1.72152647058824,1.74268421052632
2.05368421052632,2.120575,1.73394411764706,1.70368421052632
2.08973684210526,2.03975,1.70956470588235,1.883
2.04578947368421,2.2333,1.69018823529412,1.66368421052632
2.05378947368421,2.0981,1.72481176470588,1.72731578947368
1.92373684210526,1.888425,1.75064411764706,1.83873684210526
2.00768421052632,2.112975,1.73235882352941,1.77884210526316
1.98973684210526,2.130775,1.72923235294118,1.62989473684211
2.00578947368421,1.9783,1.66492058823529,1.77642105263158
1.93426315789474,1.948125,1.75099117647059,1.87326315789474
2.03205263157895,2.237875,1.73513823529412,1.71342105263158
2.04257894736842,2.038475,1.76385,1.74494736842105
1.93468421052632,1.9734,1.77867941176471,1.75605263157895
2.03142105263158,2.122125,1.70062647058824,1.87115789473684
1.98863157894737,1.927375,1.72373235294118,1.905
1.98163157894737,2.144,1.75323235294118,1.86873684210526
2.09884210526316,2.113425,1.64192352941176,1.682
2.16431578947368,2.196425,1.71092058823529,1.67510526315789
2.02784210526316,2.019825,1.78220882352941,1.91378947368421
2.07084210526316,2.0954,1.70951470588235,1.77910526315789
2.03205263157895,2.01725,1.69098823529412,1.76857894736842
2.06073684210526,2.159725,1.70755882352941,1.70794736842105
1.90221052631579,2.06225,1.75686470588235,1.77326315789474
2.06452631578947,1.9667,1.72897058823529,1.83984210526316
2.06168421052632,1.95405,1.70032352941176,1.76315789473684
2.11310526315789,1.981125,1.73852058823529,1.85094736842105
1.98968421052632,2.05455,1.73693235294118,1.78552631578947
2.03457894736842,2.0536,1.71087647058824,1.61821052631579
2.07042105263158,2.002525,1.71113529411765,1.95910526315789
1.99810526315789,1.993325,1.78067647058824,1.85352631578947
1.93484210526316,1.949725,1.7814,1.84578947368421
1.94957894736842,2.03865,1.70015588235294,1.73621052631579
2.04773684210526,2.09605,1.70715588235294,1.67336842105263
1.98831578947368,2.112175,1.73095882352941,1.89647368421053
2.03421052631579,2.014575,1.72011470588235,1.89363157894737
2.07163157894737,1.9691,1.70644705882353,1.94384210526316
2.018,2.082475,1.77284411764706,1.89694736842105
2.00889473684211,2.1422,1.80414117647059,1.74305263157895
2.11073684210526,2.12795,1.73844705882353,1.72657894736842
1.88878947368421,1.987075,1.76123823529412,1.72431578947368
1.98247368421053,1.97195,1.69018823529412,1.83484210526316
2.08905263157895,2.126825,1.76774705882353,1.65926315789474
2.03473684210526,2.104575,1.68353529411765,1.83552631578947
1.99126315789474,2.01635,1.72345882352941,1.77389473684211
1.93610526315789,2.010475,1.76116176470588,1.76789473684211
2.06268421052632,2.086725,1.69758529411765,1.52352631578947
2.14731578947368,2.1202,1.71043529411765,1.97973684210526
2.13105263157895,2.058725,1.76451764705882,1.84821052631579
2.15231578947368,2.021875,1.71256176470588,1.66763157894737
2.04973684210526,2.080425,1.73218823529412,1.67905263157895
1.91,2.0378,1.74328235294118,1.80242105263158
1.99994736842105,2.0547,1.70682647058824,1.68868421052632
2.02726315789474,2.01745,1.77709117647059,1.86252631578947
1.94910526315789,2.1596,1.74008529411765,1.80763157894737
2.08952631578947,2.183725,1.72658529411765,1.75757894736842
2.09815789473684,2.212525,1.69477941176471,1.65447368421053
1.99673684210526,1.984625,1.74037352941176,1.96794736842105
2.07605263157895,1.975775,1.79641470588235,1.84494736842105
1.97521052631579,2.198225,1.73201470588235,1.74531578947368
2.04194736842105,2.182975,1.73633823529412,1.92847368421053
1.93426315789474,2.04255,1.73600294117647,1.60826315789474
2.02905263157895,2.16585,1.72574411764706,1.73773684210526
1.93863157894737,2.102025,1.77699705882353,1.78952631578947
2.11636842105263,2.04225,1.72019705882353,1.87989473684211
1.98910526315789,2.03795,1.77356470588235,1.76689473684211
2.01921052631579,1.9578,1.74203823529412,1.81257894736842
2.08821052631579,2.026625,1.69625588235294,1.79605263157895
2.10763157894737,2.1362,1.66015294117647,1.67852631578947
2.02436842105263,1.977,1.78556764705882,1.66257894736842
1.86994736842105,2.018875,1.72432352941176,1.878
1.94494736842105,1.9872,1.78268235294118,1.82426315789474
1.92510526315789,2.014425,1.71360882352941,2.01305263157895
2.12394736842105,2.116,1.70159705882353,1.81489473684211
2.02278947368421,1.8495,1.72585294117647,1.75905263157895
1.99963157894737,2.085775,1.76110882352941,1.79673684210526
1.934,2.196175,1.73005588235294,1.76010526315789
2.03368421052632,2.185925,1.73717647058824,2.01631578947368
2.03947368421053,2.124775,1.72203529411765,1.80494736842105
2.09752631578947,2.0981,1.73093823529412,1.66421052631579
1.93089473684211,1.975875,1.70046176470588,1.75984210526316
2.01878947368421,2.07505,1.70359705882353,1.72673684210526
1.95847368421053,2.025875,1.69561470588235,1.75605263157895
2.10173684210526,1.989225,1.73265588235294,1.56989473684211
2.07,2.11175,1.77987058823529,1.83952631578947
1.97073684210526,1.961525,1.69484705882353,1.77789473684211
2.03342105263158,2.03625,1.78260294117647,1.73626315789474
1.96873684210526,2.037475,1.73126470588235,1.89215789473684
2.09457894736842,2.0178,1.70575294117647,1.83189473684211
2.04978947368421,2.11005,1.71240588235294,1.66852631578947
2.11463157894737,2.161125,1.70761764705882,1.76857894736842
2.02115789473684,2.14565,1.69986764705882,1.91684210526316
2.01573684210526,2.024325,1.77438235294118,1.68505263157895
2.09973684210526,1.99345,1.72911176470588,2.01973684210526
2.058,2.163675,1.69467941176471,1.91342105263158
1.964,2.116075,1.74367647058824,1.89115789473684
2.00036842105263,2.072825,1.70720294117647,1.77957894736842
1.97715789473684,2.0742,1.70565882352941,1.86352631578947
2.06463157894737,2.0233,1.75341764705882,1.62394736842105
2.04115789473684,2.08965,1.74452647058824,1.81657894736842
2.03563157894737,1.991575,1.73845294117647,1.63747368421053
1.95126315789474,2.087925,1.77662941176471,1.61489473684211
2.01147368421053,2.1048,1.7582,1.78
2.04178947368421,1.9928,1.73467647058824,1.90115789473684
2.05,2.166225,1.75184117647059,1.75
2.02126315789474,2.027425,1.75402941176471,1.73231578947368
2.03257894736842,2.0418,1.72890588235294,1.74289473684211
2.01784210526316,2.01705,1.68160882352941,1.69084210526316
1.99178947368421,2.13715,1.73375882352941,1.73531578947368
1.95257894736842,1.947925,1.72457647058824,1.83236842105263
2.01852631578947,1.9936,1.67770882352941,1.72752631578947
1.99905263157895,2.0832,1.74202058823529,1.807
2.01921052631579,2.1034,1.77463529411765,1.68215789473684
2.05305263157895,1.9746,1.74325882352941,1.77373684210526
1.98605263157895,2.01535,1.73513823529412,1.61010526315789
2.04642105263158,2.0245,1.69215588235294,1.93663157894737
2.08810526315789,2.004375,1.71118823529412,1.67831578947368
2.04621052631579,2.1524,1.7307,1.79742105263158
2.10636842105263,2.09595,1.71785,1.74684210526316
2.07063157894737,2.039625,1.76458235294118,2.03063157894737
1.95357894736842,2.0702,1.76580294117647,1.63352631578947
2.04205263157895,2.014325,1.72152941176471,2.02
1.99284210526316,2.060175,1.76492352941176,1.73452631578947
2.17773684210526,1.956425,1.73046176470588,1.90805263157895
2.00347368421053,2.183675,1.71300294117647,1.74552631578947
2.01863157894737,2.0457,1.74812058823529,1.85015789473684
2.06736842105263,1.9478,1.73710294117647,1.87821052631579
2.06984210526316,2.15535,1.74225294117647,1.76157894736842
1.94152631578947,2.05215,1.71766176470588,1.81647368421053
2.024,2.0428,1.75892058823529,1.84831578947368
1.97510526315789,2.160375,1.71254411764706,1.68694736842105
1.97842105263158,1.961025,1.79457941176471,1.76768421052632
1.99042105263158,2.10725,1.72832941176471,1.79931578947368
1.86068421052632,2.020925,1.67943529411765,1.87421052631579
2.07984210526316,2.030325,1.70600588235294,1.63110526315789
2.058,2.1057,1.74629411764706,1.73963157894737
2.06484210526316,2.044275,1.7484,1.79826315789474
2.04531578947368,2.033025,1.79413235294118,1.75663157894737
2.01815789473684,2.04445,1.74563823529412,1.64431578947368
1.98742105263158,1.92045,1.76212647058824,1.88410526315789
1.945,1.982375,1.81921764705882,1.73673684210526
1.97115789473684,1.991275,1.71370882352941,1.97710526315789
1.94484210526316,2.0328,1.71405,1.79563157894737
1.94763157894737,2.083575,1.71544705882353,1.76826315789474
2.03257894736842,2.0108,1.77604411764706,1.92489473684211
2.014,2.215975,1.74169117647059,1.59505263157895
1.98836842105263,2.1165,1.69903235294118,1.88105263157895
1.98257894736842,2.14435,1.71145882352941,1.72710526315789
1.99652631578947,2.056225,1.74940294117647,1.76136842105263
2.06694736842105,1.964875,1.7369,1.89936842105263
2.0691052631579,2.1585,1.69612352941176,1.62242105263158
2.053,2.020525,1.75703235294118,1.99015789473684
1.98173684210526,1.98875,1.72660294117647,1.89036842105263
1.91010526315789,1.99345,1.72292352941176,1.64173684210526
2.05957894736842,2.1296,1.68566176470588,1.72231578947368
2.04805263157895,2.1337,1.73831176470588,1.65889473684211
2.02826315789474,2.0498,1.73568823529412,1.86015789473684
2.05642105263158,2.083925,1.66582941176471,1.81573684210526
1.95157894736842,1.996625,1.79764117647059,1.75342105263158
1.95389473684211,1.980075,1.70842352941176,1.90278947368421
1.98721052631579,1.95415,1.69454117647059,1.73542105263158
2.09231578947368,2.110075,1.73723823529412,1.73005263157895
1.949,2.062625,1.72401176470588,1.59068421052632
1.98110526315789,2.05055,1.71268235294118,1.71342105263158
1.98373684210526,2.222175,1.79126176470588,1.97621052631579
2.02436842105263,1.989,1.68449117647059,1.78768421052632
2.00242105263158,2.175325,1.78298235294118,1.77221052631579
2.08647368421053,2.00885,1.71862352941176,1.81563157894737
2.02457894736842,2.03075,1.67174117647059,1.83257894736842
2.09152631578947,2.017125,1.75097941176471,1.85536842105263
2.06273684210526,2.003575,1.74844117647059,1.92863157894737
2.05247368421053,1.8984,1.72345588235294,1.84242105263158
2.01457894736842,2.04595,1.73561176470588,1.83184210526316
2.03968421052632,1.87975,1.73398235294118,1.85642105263158
2.02,2.067925,1.72034411764706,1.81289473684211
1.96026315789474,2.0148,1.73161764705882,1.70831578947368
2.10178947368421,2.067225,1.73583823529412,1.80052631578947
1.86547368421053,2.077925,1.71603235294118,1.761
1.98652631578947,1.989925,1.73716470588235,1.69615789473684
1.98463157894737,2.16995,1.6861,1.93831578947368
2.02815789473684,2.0444,1.69220294117647,1.87936842105263
2.08021052631579,1.951675,1.69697647058824,1.71684210526316
2.08115789473684,2.091875,1.73135882352941,1.86747368421053
1.96742105263158,1.94355,1.74565,1.80057894736842
2.04278947368421,2.2253,1.73648235294118,1.73105263157895
2.01126315789474,2.04625,1.73049411764706,1.69168421052632
2.04663157894737,2.137825,1.72521470588235,1.75905263157895
1.94263157894737,1.962775,1.72004411764706,1.84878947368421
2.15452631578947,1.985375,1.74407647058824,1.83642105263158
1.942,2.1368,1.71772941176471,1.75584210526316
1.93505263157895,1.9316,1.7866,1.89863157894737
1.92494736842105,2.07155,1.75061470588235,1.83757894736842
2.06863157894737,2.0327,1.70075,1.72578947368421
1.97631578947368,2.031075,1.68175294117647,1.87063157894737
